Sample	SRA_Run_Id	Name	Sample Title	Description	BioProject	BioProject Title	Source	Country	collection date	INSDC center name	BioSample	Mouse strain
SRR5927680	SRR5927680				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921522	C57BL/6N
SRR5927681	SRR5927681				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921521	C57BL/6N
SRR5927682	SRR5927682				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921520	C57BL/6N
SRR5927683	SRR5927683				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921519	C57BL/6N
SRR5927684	SRR5927684				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921528	C57BL/6N
SRR5927685	SRR5927685				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921527	C57BL/6N
SRR5927686	SRR5927686				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921523	C57BL/6N
SRR5927687	SRR5927687				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921529	C57BL/6N
SRR5927688	SRR5927688				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921544	C57BL/6N
SRR5927690	SRR5927690				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921548	C57BL/6N
SRR5927691	SRR5927691				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921547	C57BL/6N
SRR5927692	SRR5927692				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921517	C57BL/6N
SRR5927693	SRR5927693				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921516	C57BL/6N
SRR5927694	SRR5927694				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921546	C57BL/6N
SRR5927695	SRR5927695				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921545	C57BL/6N
SRR5927696	SRR5927696				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921512	C57BL/6N
SRR5927697	SRR5927697				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921518	C57BL/6N
SRR5927698	SRR5927698				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921533	C57BL/6N
SRR5927699	SRR5927699				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921532	C57BL/6N
SRR5927700	SRR5927700				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921551	C57BL/6N
SRR5927701	SRR5927701				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921552	C57BL/6N
SRR5927702	SRR5927702				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921515	C57BL/6N
SRR5927703	SRR5927703				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921553	C57BL/6N
SRR5927704	SRR5927704				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921513	C57BL/6N
SRR5927705	SRR5927705				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921549	C57BL/6N
SRR5927706	SRR5927706				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921550	C57BL/6N
SRR5927707	SRR5927707				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921554	C57BL/6N
SRR5927708	SRR5927708				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921530	C57BL/6N
SRR5927709	SRR5927709				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921555	C57BL/6N
SRR5927710	SRR5927710				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921558	C57BL/6N
SRR5927711	SRR5927711				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921531	C57BL/6N
SRR5927712	SRR5927712				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921514	C57BL/6N
SRR5927713	SRR5927713				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921559	C57BL/6N
SRR5927714	SRR5927714				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921556	C57BL/6N
SRR5927715	SRR5927715				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921526	C57BL/6N
SRR5927716	SRR5927716				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921557	C57BL/6N
SRR5927717	SRR5927717				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921534	C57BL/6N
SRR5927718	SRR5927718				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921535	C57BL/6N
SRR5927719	SRR5927719				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921536	C57BL/6N
SRR5927720	SRR5927720				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921540	C57BL/6N
SRR5927721	SRR5927721				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921539	C57BL/6N
SRR5927722	SRR5927722				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921563	C57BL/6N
SRR5927723	SRR5927723				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921562	C57BL/6N
SRR5927724	SRR5927724				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921561	C57BL/6N
SRR5927725	SRR5927725				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921560	C57BL/6N
SRR5927726	SRR5927726				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921542	C57BL/6N
SRR5927727	SRR5927727				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921541	C57BL/6N
SRR5927728	SRR5927728				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921538	C57BL/6N
SRR5927729	SRR5927729				PRJNA397886	Development of Inflammatory Bowel Disease is Linked to a Longitudinal Restructuring of the Gut Metagenome in Mice	Feces				SAMN06921537	C57BL/6N
SRR6032561	SRR6032561		Reherman.F2.LR2		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248895	C57BL/6J + C57BL/6N
SRR6032562	SRR6032562		Reherman.F2.LR6		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248899	C57BL/6J + C57BL/6N
SRR6032563	SRR6032563		Reherman.F2.LR7		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248900	C57BL/6J + C57BL/6N
SRR6032564	SRR6032564		Reherman.F2.LR10		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248892	C57BL/6J + C57BL/6N
SRR6032565	SRR6032565		Reherman.F2.LR1		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248891	C57BL/6J + C57BL/6N
SRR6032566	SRR6032566		Reherman.F2.WR.18		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248906	C57BL/6J + C57BL/6N
SRR6032567	SRR6032567		Reherman.F2.LR11		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248893	C57BL/6J + C57BL/6N
SRR6032568	SRR6032568		Reherman.F2.WR10		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248908	C57BL/6J + C57BL/6N
SRR6032569	SRR6032569		Reherman.F2.WR9		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248920	C57BL/6J + C57BL/6N
SRR6032570	SRR6032570		Reherman.F2.WR3		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248914	C57BL/6J + C57BL/6N
SRR6032571	SRR6032571		Reherman.F2.WR2		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248913	C57BL/6J + C57BL/6N
SRR6032572	SRR6032572		Reherman.F2.WR.17		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248905	C57BL/6J + C57BL/6N
SRR6032573	SRR6032573		Reherman.F2.WR.16		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248904	C57BL/6J + C57BL/6N
SRR6032574	SRR6032574		Reherman.F2.WR14		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248912	C57BL/6J + C57BL/6N
SRR6032575	SRR6032575		Reherman.F2.WR13		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248911	C57BL/6J + C57BL/6N
SRR6032576	SRR6032576		Reherman.F2.LR3		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248896	C57BL/6J + C57BL/6N
SRR6032577	SRR6032577		Reherman.F2.LR4		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248897	C57BL/6J + C57BL/6N
SRR6032578	SRR6032578		Reherman.F2.LR5		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248898	C57BL/6J + C57BL/6N
SRR6032579	SRR6032579		Reherman.C.CSI.9		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248836	C57BL/6J + C57BL/6N
SRR6032581	SRR6032581		Reherman.C.CSI.1		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248806	C57BL/6J + C57BL/6N
SRR6032582	SRR6032582		Reherman.C.CSI.2		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248817	C57BL/6J + C57BL/6N
SRR6032583	SRR6032583		Reherman.C.CSI.21		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248819	C57BL/6J + C57BL/6N
SRR6032584	SRR6032584		Reherman.C.CSI.23		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248821	C57BL/6J + C57BL/6N
SRR6032585	SRR6032585		Reherman.C.CSI.15		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248812	C57BL/6J + C57BL/6N
SRR6032586	SRR6032586		Reherman.C.CSI.18		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248815	C57BL/6J + C57BL/6N
SRR6032587	SRR6032587		Reherman.C.CSI.27		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248825	C57BL/6J + C57BL/6N
SRR6032588	SRR6032588		Reherman.C.CSI.30		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248829	C57BL/6J + C57BL/6N
SRR6032589	SRR6032589		Reherman.D.CSI.5		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248850	C57BL/6J + C57BL/6N
SRR6032590	SRR6032590		Reherman.D.CSI.6		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248851	C57BL/6J + C57BL/6N
SRR6032591	SRR6032591		Reherman.D.CSI.3		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248848	C57BL/6J + C57BL/6N
SRR6032592	SRR6032592		Reherman.D.CSI.4		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248849	C57BL/6J + C57BL/6N
SRR6032593	SRR6032593		Reherman.D.CSI.9		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248854	C57BL/6J + C57BL/6N
SRR6032594	SRR6032594		Reherman.D.CSI.12		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248845	C57BL/6J + C57BL/6N
SRR6032595	SRR6032595		Reherman.D.CSI.7		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248852	C57BL/6J + C57BL/6N
SRR6032596	SRR6032596		Reherman.D.CSI.8		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248853	C57BL/6J + C57BL/6N
SRR6032597	SRR6032597		Reherman.D.CSI.13		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248846	C57BL/6J + C57BL/6N
SRR6032598	SRR6032598		Reherman.F2.WR1		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248907	C57BL/6J + C57BL/6N
SRR6032599	SRR6032599		Reherman.F2.LR12		PRJNA390686	Creating animal models with natural microbiota to study disease resistance	Ileum				SAMN07248894	C57BL/6J + C57BL/6N
SRR6440127	SRR6440127				PRJNA427099	Gut metagenome in murine colon	Feces				SAMN08222929	C57BL/6
SRR6440129	SRR6440129				PRJNA427099	Gut metagenome in murine colon	Feces				SAMN08222928	C57BL/6
SRR6440134	SRR6440134				PRJNA427099	Gut metagenome in murine colon	Feces				SAMN08222930	C57BL/6
SRR8291342	SRR8291342				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406733	C57BL/6J
SRR8291343	SRR8291343				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406732	C57BL/6J
SRR8291345	SRR8291345				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406724	C57BL/6J
SRR8291346	SRR8291346				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406725	C57BL/6J
SRR8291347	SRR8291347				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406726	C57BL/6J
SRR8291348	SRR8291348				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406727	C57BL/6J
SRR8291350	SRR8291350				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406729	C57BL/6J
SRR8291351	SRR8291351				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406730	C57BL/6J
SRR8291352	SRR8291352				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406731	C57BL/6J
SRR8291358	SRR8291358				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406742	C57BL/6J
SRR8291359	SRR8291359				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406743	C57BL/6J
SRR8291360	SRR8291360				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406738	C57BL/6J
SRR8291361	SRR8291361				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406739	C57BL/6J
SRR8291362	SRR8291362				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406740	C57BL/6J
SRR8291364	SRR8291364				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406734	C57BL/6J
SRR8291365	SRR8291365				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406735	C57BL/6J
SRR8291366	SRR8291366				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406736	C57BL/6J
SRR8291367	SRR8291367				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406737	C57BL/6J
SRR8291368	SRR8291368				PRJNA504846	Multi-omic  Analysis of the Response of the Murine Gut Microbiome to Antibiotics					SAMN10406728	C57BL/6J
SRR8581387	SRR8581387		PMID-003913-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948879	
SRR8581388	SRR8581388		PMID-003912-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948878	
SRR8581389	SRR8581389		PMID-003915-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948881	
SRR8581390	SRR8581390		PMID-003914-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948880	
SRR8581391	SRR8581391		PMID-003919-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948883	
SRR8581392	SRR8581392		PMID-003918-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948882	
SRR8581393	SRR8581393		PMID-003922-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948885	
SRR8581394	SRR8581394		PMID-003921-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948884	
SRR8581395	SRR8581395		PMID-003927-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948887	
SRR8581396	SRR8581396		PMID-003926-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948886	
SRR8581397	SRR8581397		PMID-004263-PICU-2018-08-12		PRJNA522688	Metagenomic project data	Feces				SAMN10948891	
SRR8581399	SRR8581399		PMID-003929-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948889	
SRR8581400	SRR8581400		PMID-003928-Mouse		PRJNA522688	Metagenomic project data	Feces				SAMN10948888	
SRR8581401	SRR8581401		PMID-004194-PICU-2018-07-25		PRJNA522688	Metagenomic project data	Feces				SAMN10948895	
SRR8581402	SRR8581402		PMID-004195-PICU-2018-07-18		PRJNA522688	Metagenomic project data	Feces				SAMN10948894	
SRR8581403	SRR8581403		PMID-004249-PICU-2018-07-26		PRJNA522688	Metagenomic project data	Feces				SAMN10948893	
SRR8581404	SRR8581404		PMID-004261-PICU-2018-08-23		PRJNA522688	Metagenomic project data	Feces				SAMN10948892	
SRR9205126	SRR9205126				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955127	C57BL/6
SRR9205127	SRR9205127				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955126	C57BL/6
SRR9205128	SRR9205128				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955119	C57BL/6
SRR9205129	SRR9205129				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955118	C57BL/6
SRR9205130	SRR9205130				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955121	C57BL/6
SRR9205131	SRR9205131				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955120	C57BL/6
SRR9205132	SRR9205132				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955123	C57BL/6
SRR9205133	SRR9205133				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955122	C57BL/6
SRR9205134	SRR9205134				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955125	C57BL/6
SRR9205135	SRR9205135				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955124	C57BL/6
SRR9205136	SRR9205136				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949726	C57BL/6
SRR9205137	SRR9205137				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949725	C57BL/6
SRR9205138	SRR9205138				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949724	C57BL/6
SRR9205139	SRR9205139				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949723	C57BL/6
SRR9205140	SRR9205140				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949730	C57BL/6
SRR9205142	SRR9205142				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949728	C57BL/6
SRR9205143	SRR9205143				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949727	C57BL/6
SRR9205144	SRR9205144				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949732	C57BL/6
SRR9205145	SRR9205145				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949731	C57BL/6
SRR9205146	SRR9205146				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949722	C57BL/6
SRR9205147	SRR9205147				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949721	C57BL/6
SRR9205148	SRR9205148				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949714	C57BL/6
SRR9205149	SRR9205149				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949713	C57BL/6
SRR9205150	SRR9205150				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949716	C57BL/6
SRR9205151	SRR9205151				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949715	C57BL/6
SRR9205152	SRR9205152				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949718	C57BL/6
SRR9205154	SRR9205154				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949720	C57BL/6
SRR9205155	SRR9205155				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949719	C57BL/6
SRR9205156	SRR9205156				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949741	C57BL/6
SRR9205157	SRR9205157				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955117	C57BL/6
SRR9205158	SRR9205158				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949735	C57BL/6
SRR9205159	SRR9205159				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949736	C57BL/6
SRR9205160	SRR9205160				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949733	C57BL/6
SRR9205161	SRR9205161				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949734	C57BL/6
SRR9205162	SRR9205162				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949739	C57BL/6
SRR9205164	SRR9205164				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949737	C57BL/6
SRR9205165	SRR9205165				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11949738	C57BL/6
SRR9205166	SRR9205166				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955128	C57BL/6
SRR9205167	SRR9205167				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955129	C57BL/6
SRR9205168	SRR9205168				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955130	C57BL/6
SRR9205169	SRR9205169				PRJNA540893	A natural microbiota-based mouse model with increased translational research value  for immune diseases	Cecum				SAMN11955131	C57BL/6
shHC1	SRR12334836	shHC1	Female mice exposed at 34°C	Cecum sample of Female mice exposed at 34°C 1 sham opperated	PRJNA647832	Metagenomics of warm exposed mice	Cecum	Switzerland		University of Geneva	SAMN15656432	C57BL/6J
shHC2	SRR12334835	shHC2	Female mice exposed at 34°C	Cecum sample of Female mice exposed at 34°C 2 sham opperated	PRJNA647832	Metagenomics of warm exposed mice	Cecum	Switzerland		University of Geneva	SAMN15656433 	C57BL/6J
shHC3	SRR12334834	shHC3	Female mice exposed at 34°C	Cecum sample of Female mice exposed at 34°C 3 sham opperated	PRJNA647832	Metagenomics of warm exposed mice	Cecum	Switzerland		University of Geneva	SAMN15656434	C57BL/6J
shHC4	SRR12334833	shHC4	Female mice exposed at 34°C	Cecum sample of Female mice exposed at 34°C 4 sham opperated	PRJNA647832	Metagenomics of warm exposed mice	Cecum	Switzerland		University of Geneva	SAMN15656435	C57BL/6J
shHC5	SRR12334832	shHC5	Female mice exposed at 34°C	Cecum sample of Female mice exposed at 34°C 5 sham opperated	PRJNA647832	Metagenomics of warm exposed mice	Cecum	Switzerland		University of Geneva	SAMN15656436	C57BL/6J
shHC6	SRR12334831	shHC6	Female mice exposed at 34°C	Cecum sample of Female mice exposed at 34°C 6 sham opperated	PRJNA647832	Metagenomics of warm exposed mice	Cecum	Switzerland		University of Geneva	SAMN15656437	C57BL/6J
shHC7	SRR12334829	shHC7	Female mice exposed at 34°C	Cecum sample of Female mice exposed at 34°C 7 sham opperated	PRJNA647832	Metagenomics of warm exposed mice	Cecum	Switzerland		University of Geneva	SAMN15656438	C57BL/6J
